"artist_name","album_release_date","album_release_year","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","track_name","track_number","album_name","key_name","mode_name","key_mode"
"John Williams","1999-05-04",1999,0.289,0.282,0,-17.086,1,0.0475,0.254,0.34,0.108,0.138,135.961,226360,"Qui-Gon's Noble End",15,"Star Wars: The Phantom Menace (Original Motion Picture Soundtrack)","C","major","C major"
"John Williams","1999-05-04",1999,0.077,0.072,6,-26.877,0,0.0396,0.886,0.862,0.113,0.0345,76.569,186786,"The High Council Meeting and Qui-Gon's Funeral",16,"Star Wars: The Phantom Menace (Original Motion Picture Soundtrack)","F#","minor","F# minor"
"John Williams","1999-05-04",1999,0.217,0.407,2,-15.324,1,0.0812,0.45,0.919,0.235,0.0654,80.005,577426,"Augie's Great Municipal Band and End Credits",17,"Star Wars: The Phantom Menace (Original Motion Picture Soundtrack)","D","major","D major"
"John Williams","1983-01-01",1983,0.11,0.233,10,-14.921,1,0.0381,0.628,0.81,0.146,0.0797,75.839,310306,"Main Title (The Story Continues)",1,"Star Wars: Return of the Jedi (Original Motion Picture Soundtrack)","A#","major","A# major"
"John Williams","1983-01-01",1983,0.43,0.363,7,-14.172,1,0.0606,0.827,0.885,0.108,0.225,125.577,157173,"Into the Trap",2,"Star Wars: Return of the Jedi (Original Motion Picture Soundtrack)","G","major","G major"
"John Williams","1983-01-01",1983,0.17,0.0559,9,-21.059,1,0.0402,0.935,0.784,0.118,0.0348,92.436,286813,"Luke and Leia",3,"Star Wars: Return of the Jedi (Original Motion Picture Soundtrack)","A","major","A major"
"John Williams","1983-01-01",1983,0.451,0.238,5,-16.592,1,0.0425,0.881,0.897,0.109,0.221,118.495,205560,"Parade of the Ewoks",4,"Star Wars: Return of the Jedi (Original Motion Picture Soundtrack)","F","major","F major"
"John Williams","1983-01-01",1983,0.12,0.0841,2,-21.961,1,0.0401,0.908,0.512,0.0743,0.036,79.399,250146,"Han Solo Returns (At the Court of Jabba the Hutt)",5,"Star Wars: Return of the Jedi (Original Motion Picture Soundtrack)","D","major","D major"
"John Williams","1983-01-01",1983,0.842,0.56,0,-14.574,1,0.0826,0.136,0.0863,0.09,0.73,131.306,169800,"Lapti Nek (Jabba's Palace Band)",6,"Star Wars: Return of the Jedi (Original Motion Picture Soundtrack)","C","major","C major"
"John Williams","1983-01-01",1983,0.527,0.484,0,-13.324,0,0.0391,0.83,0.795,0.0956,0.3,79.356,242880,"The Forest Battle",7,"Star Wars: Return of the Jedi (Original Motion Picture Soundtrack)","C","minor","C minor"
"John Williams","1983-01-01",1983,0.145,0.181,0,-17.833,0,0.0442,0.76,0.656,0.102,0.0329,103.082,143080,"Rebel Briefing",8,"Star Wars: Return of the Jedi (Original Motion Picture Soundtrack)","C","minor","C minor"
"John Williams","1983-01-01",1983,0.139,0.144,6,-16.415,0,0.0372,0.94,0.965,0.114,0.0368,141.973,164613,"The Emperor",9,"Star Wars: Return of the Jedi (Original Motion Picture Soundtrack)","F#","minor","F# minor"
"John Williams","1983-01-01",1983,0.246,0.428,7,-12.771,1,0.0379,0.824,0.899,0.133,0.135,147.953,303173,"The Return of the Jedi",10,"Star Wars: Return of the Jedi (Original Motion Picture Soundtrack)","G","major","G major"
"John Williams","1983-01-01",1983,0.392,0.395,0,-12.99,1,0.0727,0.792,0.797,0.223,0.325,125.081,481173,"Ewok Celebration and Finale",11,"Star Wars: Return of the Jedi (Original Motion Picture Soundtrack)","C","major","C major"
"John Williams","1980-01-01",1980,0.177,0.295,5,-14.581,1,0.061,0.39,0.591,0.0684,0.0825,83.409,346933,"Star Wars (Main Theme)",1,"Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)","F","major","F major"
"John Williams","1980-01-01",1980,0.184,0.0529,0,-22.879,1,0.0398,0.718,0.839,0.117,0.0463,78.481,207666,"Yoda's Theme",2,"Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)","C","major","C major"
"John Williams","1980-01-01",1980,0.235,0.0518,2,-28.472,0,0.0406,0.858,0.821,0.254,0.131,176.718,187546,"The Training of a Jedi Knight",3,"Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)","D","minor","D minor"
"John Williams","1980-01-01",1980,0.241,0.289,5,-17.797,1,0.04,0.449,0.817,0.158,0.0875,74.176,349786,"The Heroics of Luke and Han",4,"Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)","F","major","F major"
"John Williams","1980-01-01",1980,0.577,0.379,7,-13.82,0,0.0368,0.753,0.955,0.126,0.284,103.112,179573,"The Imperial March (Darth Vader's Theme)",5,"Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)","G","minor","G minor"
"John Williams","1980-01-01",1980,0.212,0.237,2,-16.59,1,0.0423,0.776,0.879,0.0998,0.0393,138.904,186626,"Departure of Boba Fett",6,"Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)","D","major","D major"
"John Williams","1980-01-01",1980,0.156,0.0229,11,-25.37,0,0.0368,0.391,0.887,0.0946,0.035,81.895,207426,"Han Solo and the Princess",7,"Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)","B","minor","B minor"
"John Williams","1980-01-01",1980,0.312,0.29,0,-20.294,1,0.0543,0.623,0.901,0.0736,0.149,93.401,243520,"Hyperspace",8,"Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)","C","major","C major"
"John Williams","1980-01-01",1980,0.248,0.547,0,-13.829,1,0.0427,0.536,0.889,0.0941,0.278,87.15,222800,"The Battle in the Snow",9,"Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)","C","major","C major"
"John Williams","1980-01-01",1980,0.31,0.379,5,-14.322,1,0.0391,0.391,0.934,0.067,0.155,84.09,255720,"The Asteroid Field",10,"Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)","F","major","F major"
"John Williams","1980-01-01",1980,0.101,0.043,5,-22.975,0,0.0414,0.861,0.617,0.504,0.0353,90.097,388280,"The City in the Clouds",11,"Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)","F","minor","F minor"
"John Williams","1980-01-01",1980,0.292,0.31,7,-15.322,1,0.0362,0.534,0.924,0.112,0.14,75.05,321453,"Rebels at Bay",12,"Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)","G","major","G major"
"John Williams","1980-01-01",1980,0.161,0.0329,8,-26.827,1,0.0439,0.874,0.784,0.123,0.0368,109.129,242466,"Yoda and the Force",13,"Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)","G#","major","G# major"
"John Williams","1980-01-01",1980,0.156,0.369,7,-14.582,1,0.04,0.798,0.918,0.238,0.0723,79.677,242546,"The Duel",14,"Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)","G","major","G major"
"John Williams","1980-01-01",1980,0.17,0.114,3,-22.389,1,0.047,0.605,0.852,0.263,0.037,113.874,213920,"The Magic Tree",15,"Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)","D#","major","D# major"
"John Williams","1980-01-01",1980,0.178,0.0366,5,-24.736,1,0.0413,0.856,0.787,0.124,0.0375,129.282,232386,"Lando's Palace",16,"Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)","F","major","F major"
"John Williams","1980-01-01",1980,0.22,0.263,0,-14.081,1,0.0338,0.559,0.897,0.371,0.122,105.105,383360,"Finale",17,"Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack)","C","major","C major"
"John Williams","1977-01-01",1977,0.243,0.417,0,-11.73,1,0.0392,0.684,0.912,0.13,0.175,99.805,324226,"Main Title",1,"Star Wars: A New Hope (Original Motion Picture Soundtrack)","C","major","C major"
"John Williams","1977-01-01",1977,0.168,0.181,4,-15.593,1,0.0358,0.888,0.888,0.0798,0.0377,81.695,378320,"Imperial Attack",2,"Star Wars: A New Hope (Original Motion Picture Soundtrack)","E","major","E major"
"John Williams","1977-01-01",1977,0.0784,0.0649,5,-18.985,1,0.0425,0.857,0.951,0.0712,0.0308,73.13,263226,"Princess Leia's Theme",3,"Star Wars: A New Hope (Original Motion Picture Soundtrack)","F","major","F major"
"John Williams","1977-01-01",1977,0.271,0.0329,1,-24.583,1,0.0372,0.817,0.871,0.0775,0.054,118.569,172320,"The Desert and the Robot Auction",4,"Star Wars: A New Hope (Original Motion Picture Soundtrack)","C#","major","C# major"
"John Williams","1977-01-01",1977,0.346,0.322,2,-13.737,0,0.0449,0.759,0.93,0.0931,0.0976,73.897,233760,"Ben's Death and TIE Fighter Attack",5,"Star Wars: A New Hope (Original Motion Picture Soundtrack)","D","minor","D minor"
"John Williams","1977-01-01",1977,0.449,0.0534,7,-24.646,1,0.0332,0.896,0.518,0.216,0.0584,115.118,248333,"The Little People Work",6,"Star Wars: A New Hope (Original Motion Picture Soundtrack)","G","major","G major"
"John Williams","1977-01-01",1977,0.29,0.361,4,-14.791,0,0.0422,0.798,0.765,0.116,0.139,136.566,287506,"Rescue of the Princess",7,"Star Wars: A New Hope (Original Motion Picture Soundtrack)","E","minor","E minor"
"John Williams","1977-01-01",1977,0.223,0.0757,5,-18.807,1,0.0366,0.849,0.9,0.13,0.0398,104.036,254533,"Inner City",8,"Star Wars: A New Hope (Original Motion Picture Soundtrack)","F","major","F major"
"John Williams","1977-01-01",1977,0.699,0.419,0,-15.133,1,0.134,0.255,0.0239,0.0471,0.822,131.629,164306,"Cantina Band",9,"Star Wars: A New Hope (Original Motion Picture Soundtrack)","C","major","C major"
"John Williams","1977-01-01",1977,0.299,0.173,2,-18.186,0,0.0522,0.898,0.616,0.123,0.0381,148.621,175786,"The Land of the Sand People",10,"Star Wars: A New Hope (Original Motion Picture Soundtrack)","D","minor","D minor"
"John Williams","1977-01-01",1977,0.156,0.156,2,-17.088,0,0.038,0.747,0.463,0.172,0.0566,74.83,243880,"Mouse Robot and Blasting Off",11,"Star Wars: A New Hope (Original Motion Picture Soundtrack)","D","minor","D minor"
"John Williams","1977-01-01",1977,0.0933,0.131,1,-17.31,1,0.0384,0.859,0.437,0.0761,0.0345,77.046,171893,"The Return Home",12,"Star Wars: A New Hope (Original Motion Picture Soundtrack)","C#","major","C# major"
"John Williams","1977-01-01",1977,0.197,0.108,2,-20.444,1,0.036,0.859,0.749,0.131,0.0751,96.387,276480,"The Walls Converge",13,"Star Wars: A New Hope (Original Motion Picture Soundtrack)","D","major","D major"
"John Williams","1977-01-01",1977,0.185,0.0599,8,-27.514,1,0.0428,0.956,0.872,0.125,0.0393,77.707,247493,"The Princess Appears",14,"Star Wars: A New Hope (Original Motion Picture Soundtrack)","G#","major","G# major"
"John Williams","1977-01-01",1977,0.292,0.249,2,-14.242,0,0.036,0.82,0.836,0.36,0.11,136.715,729160,"The Last Battle",15,"Star Wars: A New Hope (Original Motion Picture Soundtrack)","D","minor","D minor"
"John Williams","1977-01-01",1977,0.297,0.372,0,-11.987,1,0.0331,0.786,0.88,0.0758,0.191,57.633,334426,"The Throne Room and End Title",16,"Star Wars: A New Hope (Original Motion Picture Soundtrack)","C","major","C major"
